Title,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Three Lives and Only One Death,Raúl Ruiz,"Raúl Ruiz, Pascal Bonitzer",117968,2,0.0,2013,1990,N/A,1492,6.8,"Comedy, Crime, Fantasy"
Air Bud,Charles Martin Smith,"Kevin DiCicco, Paul Tamasy, Aaron Mendelsohn",118570,1,0.0,2010,1990,PG,18956,5.3,"Comedy, Drama, Family"
"Full Monty, The",Peter Cattaneo,Simon Beaufoy,119164,2,0.0,2016,1990,R,112200,7.2,"Comedy, Drama"
Fireworks,Takeshi Kitano,Takeshi Kitano,119250,1,0.0,2016,1990,N/A,32324,7.7,"Crime, Drama, Romance"
Liar Liar,Tom Shadyac,"Paul Guay, Stephen Mazur",119528,1,0.0,2009,1990,PG-13,325981,6.9,"Comedy, Fantasy"
Paradise Road,Bruce Beresford,"David Giles, Martin Meader, Bruce Beresford",119859,3,0.0,2011,1990,R,5816,6.8,"Drama, History, War"
Scream 2,Wes Craven,Kevin Williamson,120082,3,0.0,2013,1990,R,204103,6.3,"Horror, Mystery"
Tomorrow Never Dies,Roger Spottiswoode,"Bruce Feirstein, Ian Fleming",120347,1,0.0,2020,1990,PG-13,201278,6.5,"Action, Adventure, Thriller"
Turbo: A Power Rangers Movie,"Shuki Levy, David Winning","Shuki Levy, Shell Danielson, Haim Saban",120389,3,0.0,2012,1990,PG,9467,3.6,"Action, Adventure, Family"
Frida,Julie Taymor,"Hayden Herrera, Clancy Sigal, Diane Lake",120679,2,0.0,2010,2000,R,93742,7.3,"Biography, Drama, Romance"
A Perfect Murder,Andrew Davis,"Frederick Knott, Patrick Smith Kelly",120787,3,0.0,2018,1990,R,89966,6.6,"Crime, Drama, Thriller"
Rush Hour,Brett Ratner,"Ross LaManna, Jim Kouf",120812,1,0.0,2010,1990,PG-13,286749,7,"Action, Comedy, Crime"
Saving Private Ryan,Steven Spielberg,Robert Rodat,120815,0,0.0,2010,1990,R,1452795,8.6,"Drama, War"
Six Days Seven Nights,Ivan Reitman,Michael Browning,120828,1,0.0,2010,1990,PG-13,81839,5.9,"Action, Adventure, Comedy"
Wild Wild West,Barry Sonnenfeld,"Jim Thomas, John Thomas, S.S. Wilson",120891,2,0.0,2010,1990,PG-13,165256,4.9,"Action, Comedy, Sci-Fi"
eXistenZ,David Cronenberg,David Cronenberg,120907,1,0.0,2014,1990,R,104758,6.8,"Horror, Mystery, Sci-Fi"
Star Wars: Episode III - Revenge of the Sith,George Lucas,"George Lucas, John Ostrander, Jan Duursema",121766,1,1.0,2010,2000,PG-13,825264,7.6,"Action, Adventure, Fantasy"
Man on the Moon,Milos Forman,"Scott Alexander, Larry Karaszewski",125664,1,0.0,2014,1990,R,135305,7.4,"Biography, Comedy, Drama"
Canoa: A Shameful Memory,Felipe Cazals,Tomás Pérez Turrent,131335,0,0.0,2021,1970,Not Rated,1731,7.8,"Adventure, Crime, Drama"
Planet of the Apes,Tim Burton,"Pierre Boulle, William Broyles Jr., Lawrence Konner",133152,3,0.0,2015,2000,PG-13,225424,5.7,"Action, Adventure, Sci-Fi"
Treasure Planet,"Ron Clements, John Musker","Robert Louis Stevenson, Ron Clements, John Musker",133240,3,0.0,2011,2000,PG,128702,7.2,"Animation, Adventure, Family"
Scream 3,Wes Craven,"Kevin Williamson, Ehren Kruger",134084,3,0.0,2013,2000,R,159879,5.6,"Horror, Mystery"
Poison for the Fairies,Carlos Enrique Taboada,Carlos Enrique Taboada,135033,3,0.0,2013,1980,N/A,2295,7.2,"Fantasy, Horror"
Hideous Kinky,Gillies MacKinnon,"Esther Freud, Billy MacKinnon",136244,3,0.0,2010,1990,R,6854,6,"Adventure, Drama, Romance"
Cruel Intentions,Roger Kumble,"Choderlos de Laclos, Roger Kumble",139134,3,0.0,2011,1990,R,200335,6.8,"Drama, Romance"
Naqoyqatsi,Godfrey Reggio,Godfrey Reggio,145937,0,0.0,2013,2000,PG,6144,6.4,"Documentary, Music"
Barrio,Fernando León de Aranoa,Fernando León de Aranoa,146468,3,0.0,2016,1990,Not Rated,3239,7.1,Drama
Last Night,Don McKellar,Don McKellar,156729,1,0.0,2016,1990,R,10024,7.1,"Comedy, Drama, Romance"
Cast Away,Robert Zemeckis,William Broyles Jr.,162222,2,0.0,2013,2000,PG-13,621420,7.8,"Adventure, Drama, Romance"
"Sum of All Fears, The",Phil Alden Robinson,"Tom Clancy, Paul Attanasio, Daniel Pyne",164184,1,0.0,2021,2000,PG-13,122210,6.4,"Action, Drama, Thriller"
Spirit: Stallion of the Cimarron,"Kelly Asbury, Lorna Cook","John Fusco, Michael Lucker",166813,1,0.0,2011,2000,G,82323,7.2,"Animation, Adventure, Drama"
Osmosis Jones,"Bobby Farrelly, Peter Farrelly",Marc Hyman,181739,3,1.0,2013,2000,PG,37984,6.3,"Animation, Action, Adventure"
"Enchanted Well, The",Georges Méliès,N/A,189498,0,0.0,2014,1900,Not Rated,453,6,"Fantasy, Drama, Short"
Lick the Star,Sofia Coppola,"Stephanie Hayman, Sofia Coppola",197626,3,0.0,2015,1990,N/A,1712,6,"Drama, Short"
Coyote Ugly,David McNally,Gina Wendkos,200550,3,0.0,2010,2000,PG-13,119143,5.7,"Comedy, Drama, Music"
La fidelite,Andrzej Zulawski,"Andrzej Zulawski, Madame de La Fayette",204761,3,0.0,2015,2000,N/A,1983,5.6,Drama
Bring It On,Peyton Reed,Jessica Bendinger,204946,3,0.0,2010,2000,PG-13,102535,6.1,"Comedy, Romance, Sport"
Pearl Harbor,Michael Bay,Randall Wallace,213149,2,0.0,2011,2000,PG-13,345656,6.2,"Action, Drama, History"
"Cook in Trouble, The",Georges Méliès,N/A,215664,0,0.0,2014,1900,Not Rated,854,6,"Short, Comedy, Fantasy"
Good Glue Sticks,Georges Méliès,N/A,215817,0,0.0,2014,1900,Not Rated,614,5.5,"Short, Comedy"
"Tigger Movie, The",Jun Falkenstein,"Eddie Guzelian, Jun Falkenstein, A.A. Milne",220099,0,0.0,2014,2000,G,19907,6.3,"Animation, Adventure, Comedy"
"Monster, The",Georges Méliès,N/A,223755,0,0.0,2014,1900,Not Rated,1290,6.3,"Short, Fantasy, Horror"
Hiroshima Maiden,Joan Darling,"Kenneth Cavander, J. Miyoko Hensley, Steven Hensley",224412,3,0.0,2021,1980,N/A,71,7.6,"Drama, Family"
"Score, The",Frank Oz,"Daniel E. Taylor, Kario Salem, Lem Dobbs",227445,0,0.0,2018,2000,R,132182,6.8,"Action, Crime, Drama"
Tilly the Tomboy Visits the Poor,Lewin Fitzhamon,N/A,232821,3,0.0,2010,1910,N/A,59,6,"Comedy, Short"
Dark Days,Marc Singer,N/A,235327,0,0.0,2014,2000,Not Rated,7085,7.7,Documentary
Wet Hot American Summer,David Wain,"Michael Showalter, David Wain",243655,3,0.0,2012,2000,R,59811,6.5,"Comedy, Romance"
American Outlaws,Les Mayfield,"Roderick Taylor, John Rogers",244000,1,0.0,2010,2000,PG-13,17165,5.9,"Action, Western"
Heist,David Mamet,David Mamet,252503,3,0.0,2014,2000,R,38519,6.5,"Action, Crime, Drama"
American Pie 2,J.B. Rogers,"Adam Herz, David H. Steinberg",252866,3,0.0,2014,2000,R,265535,6.4,Comedy
Chori Chori Chupke Chupke,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Shyam Goel, Javed Siddiqui, Neeraj Vora",256692,1,0.0,2016,2000,N/A,5137,5.5,"Comedy, Drama, Musical"
Jeepers Creepers,Victor Salva,Victor Salva,263488,3,0.0,2012,2000,R,138117,6.2,"Horror, Mystery"
K-19: The Widowmaker,Kathryn Bigelow,"Louis Nowra, Christopher Kyle",267626,0,0.0,2016,2000,PG-13,66175,6.7,"Drama, History, Thriller"
I Am Sam,Jessie Nelson,"Kristine Johnson, Jessie Nelson",277027,3,0.0,2014,2000,PG-13,153573,7.6,Drama
"Hidden Half (Nimeh-ye penhan), The",Tahmineh Milani,Tahmineh Milani,277925,3,0.0,2011,2000,N/A,862,6.9,Drama
Tuck Everlasting,Jay Russell,"Natalie Babbitt, Jeffrey Lieber, James V. Hart",283084,3,0.0,2010,2000,PG,24976,6.6,"Drama, Family, Fantasy"
Ali G Indahouse,Mark Mylod,"Sacha Baron Cohen, Dan Mazer",284837,1,0.0,2022,2000,R,94544,6.2,Comedy
Hable con ella [Talk to Her],Pedro Almodóvar,Pedro Almodóvar,287467,3,0.0,2017,2000,R,116024,7.9,"Drama, Mystery, Romance"
"Transporter, The","Louis Leterrier, Corey Yuen","Luc Besson, Robert Mark Kamen",293662,0,0.0,2008,2000,PG-13,315200,6.8,"Action, Crime, Thriller"
Austin Powers in Goldmember,Jay Roach,"Mike Myers, Michael McCullers",295178,1,0.0,2008,2000,PG-13,218857,6.2,"Action, Adventure, Comedy"
Gigli,Martin Brest,Martin Brest,299930,0,0.0,2021,2000,R,50250,2.6,"Comedy, Crime, Romance"
Robot Stories,Greg Pak,Greg Pak,301777,3,1.0,2016,2000,Not Rated,1438,6,"Drama, Romance, Sci-Fi"
Arite hime/Princess Arete,Sunao Katabuchi,"Diana Coles, Sunao Katabuchi",306474,3,0.0,2013,2000,N/A,755,6.5,"Animation, Adventure, Drama"
"Lizzie McGuire Movie, The",Jim Fall,"Susan Estelle Jansen, Ed Decter, John J. Strauss",306841,3,0.0,2015,2000,PG,41401,5.5,"Adventure, Comedy, Family"
Screwed in Tallinn,Tomas Alfredson,"Robert Gustafsson, Jonas Inde, Andres Lokko",311926,3,0.0,2017,1990,N/A,5479,7.8,"Comedy, Drama"
Tears of the Sun,Antoine Fuqua,"Alex Lasker, Patrick Cirillo",314353,3,0.0,2021,2000,R,128093,6.6,"Action, Drama, Thriller"
Cars,"John Lasseter, Joe Ranft","John Lasseter, Joe Ranft, Jorgen Klubien",317219,1,1.0,2011,2000,G,450797,7.2,"Animation, Adventure, Comedy"
"Hebrew Hammer, The",Jonathan Kesselman,Jonathan Kesselman,317640,2,0.0,2021,2000,R,4982,6.1,Comedy
2 Fast 2 Furious,John Singleton,"Gary Scott Thompson, Michael Brandt, Derek Haas",322259,1,0.0,2013,2000,PG-13,290077,5.9,"Action, Crime, Thriller"
Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,"Dean Georgaris, Steven E. de Souza, James V. Hart",325703,3,0.0,2009,2000,PG-13,142862,5.5,"Action, Adventure, Fantasy"
Ju-on,Takashi Shimizu,Takashi Shimizu,330500,3,0.0,2015,2000,Not Rated,7477,6.9,"Horror, Mystery"
Tremors 4: The Legend Begins,S.S. Wilson,"S.S. Wilson (characters), Brent Maddock (characters), Ron Underwood (characters), S.S. Wilson (story), Brent Maddock (story), Nancy Roberts (story), Scott Buck (teleplay)",334541,3,0.0,2022,2000,PG-13,12154,5.3,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller, Western"
Bring It on Again,Damon Santostefano,"Claudia Grazioso (story), Claudia Grazioso (screenplay), Brian Gunn (screenplay), Mark Gunn (screenplay)",334965,3,0.0,2010,2000,PG-13,9821,4.5,"Comedy, Sport"
Evil,Mikael Håfström,"Jan Guillou, Mikael Håfström, Hans Gunnarsson",338309,1,0.0,2017,2000,Not Rated,40813,7.7,Drama
Infernal Affairs,"Andrew Lau, Alan Mak","Alan Mak, Felix Chong",338564,1,0.0,2016,2000,R,129077,8,"Action, Crime, Drama"
Traffic Crossing Leeds Bridge,Louis Aimé Augustin Le Prince,N/A,343112,0,0.0,2021,1880,N/A,3236,6.6,"Documentary, Short"
"I, Robot",Alex Proyas,"Jeff Vintar, Akiva Goldsman, Isaac Asimov",343818,1,0.0,2008,2000,PG-13,563222,7.1,"Action, Mystery, Sci-Fi"
Head-On,Fatih Akin,Fatih Akin,347048,3,0.0,2011,2000,R,56586,7.9,"Drama, Romance"
In my country,John Boorman,"Antjie Krog, Ann Peacock",349260,3,0.0,2019,2000,R,2887,6,"Drama, Romance"
Ray,Taylor Hackford,"Taylor Hackford, James L. White",350258,3,1.0,2012,2000,PG-13,154610,7.7,"Biography, Drama, Music"
Ginger Snaps 2: Unleashed,Brett Sullivan,"Karen Walton, Megan Martin",353489,3,0.0,2013,2000,R,14785,6.4,"Horror, Thriller"
EuroTrip,"Jeff Schaffer, Alec Berg, David Mandel","Alec Berg, David Mandel, Jeff Schaffer",356150,1,0.0,2021,2000,R,217830,6.6,Comedy
I Heart Huckabees,David O. Russell,"David O. Russell, Jeff Baena",356721,3,0.0,2010,2000,R,65778,6.5,Comedy
Happy Endings,Don Roos,Don Roos,361693,3,0.0,2011,2000,R,9339,6.3,"Comedy, Drama, Music"
"Life Aquatic with Steve Zissou, The",Wes Anderson,"Wes Anderson, Noah Baumbach",362270,2,0.0,2013,2000,R,206925,7.2,"Action, Adventure, Comedy"
Secret Window,David Koepp,"Stephen King, David Koepp",363988,1,0.0,2013,2000,PG-13,205232,6.5,"Drama, Mystery, Thriller"
"Jacket, The",John Maybury,"Tom Bleecker, Marc Rocco, Massy Tadjedin",366627,2,0.0,2010,2000,R,117655,7.1,"Drama, Fantasy, Mystery"
Hannibal Rising,Peter Webber,Thomas Harris,367959,1,0.0,2013,2000,R,114007,6.1,"Adventure, Crime, Drama"
Sunset Story,Laura Gabbert,N/A,368310,3,0.0,2011,2000,N/A,143,7.7,Documentary
Stay,Marc Forster,David Benioff,371257,1,0.0,2018,2000,R,83847,6.7,"Drama, Mystery, Thriller"
Bewitched,Nora Ephron,"Nora Ephron, Delia Ephron, Sol Saks",374536,3,0.0,2013,2000,PG-13,74432,4.8,"Comedy, Fantasy, Romance"
Layer Cake,Matthew Vaughn,J.J. Connolly,375912,1,0.0,2013,2000,R,190909,7.3,"Action, Crime, Drama"
Ladies in Lavender,Charles Dance,"William J. Locke, Charles Dance",377084,3,0.0,2010,2000,PG-13,12439,7,"Drama, Music, Romance"
"Synecdoche, New York",Charlie Kaufman,Charlie Kaufman,383028,3,1.0,2010,2000,R,96217,7.5,Drama
Motherless Brooklyn,Edward Norton,"Edward Norton, Jonathan Lethem",385887,3,0.0,2019,2010,R,61427,6.8,"Crime, Drama, Mystery"
Brokeback Mountain,Ang Lee,"Annie Proulx, Larry McMurtry, Diana Ossana",388795,2,0.0,2011,2000,R,373937,7.7,"Drama, Romance"
Sin City,"Frank Miller, Quentin Tarantino, Robert Rodriguez","Frank Miller, Robert Rodriguez",401792,3,0.0,2008,2000,R,785278,8,"Crime, Thriller"
AEon Flux,Karyn Kusama,"Phil Hay, Matt Manfredi, Peter Chung",402022,3,0.0,2010,2000,PG-13,131446,5.4,"Action, Adventure, Sci-Fi"
"Edukators, The",Hans Weingartner,"Katharina Held, Hans Weingartner",408777,3,1.0,2017,2000,R,32181,7.4,"Drama, Romance"
Poseidon,Wolfgang Petersen,"Mark Protosevich, Paul Gallico",409182,2,0.0,2013,2000,PG-13,108670,5.7,"Action, Adventure, Thriller"
Cowboys &amp; Aliens,Jon Favreau,"Roberto Orci, Alex Kurtzman, Damon Lindelof",409847,1,0.0,2011,2010,PG-13,228688,6,"Action, Drama, Sci-Fi"
"Librarian: Quest for the Spear, The",Peter Winther,David N. Titcher,412915,3,1.0,2014,2000,Not Rated,21317,6.2,"Action, Adventure, Comedy"
Final Destination 3,James Wong,"Glen Morgan, James Wong, Jeffrey Reddick",414982,3,0.0,2013,2000,R,150059,5.8,"Horror, Thriller"
Mortuary,Tobe Hooper,"Jace Anderson, Adam Gierasch",415167,3,0.0,2014,2000,R,6153,4.2,"Horror, Mystery, Thriller"
Boy Eats Girl,Stephen Bradley,Derek Landy,415679,2,0.0,2014,2000,R,3978,4.9,"Comedy, Fantasy, Horror"
Hate Crime,Tommy Stovall,Tommy Stovall,415833,2,0.0,2013,2000,R,1570,6.3,"Crime, Drama, Mystery"
"Monkeyshines, No. 2","William K.L. Dickson, William Heise",N/A,416046,0,0.0,2021,1890,N/A,1165,4.8,Short
Tickets,"Abbas Kiarostami, Ken Loach, Ermanno Olmi","Ermanno Olmi, Abbas Kiarostami, Paul Laverty",418239,0,1.0,2019,2000,N/A,2819,6.9,"Comedy, Drama"
"Aura, The",Fabián Bielinsky,"Fabián Bielinsky, Pablo De Santis",420509,1,0.0,2014,2000,Not Rated,14467,7.1,"Crime, Drama, Thriller"
Tristram Shandy: A Cock and Bull Story,Michael Winterbottom,"Laurence Sterne, Frank Cottrell Boyce",423409,2,0.0,2011,2000,R,13067,6.7,Comedy
Nemmeno il destino,Daniele Gaglianone,"Giaime Alonge, Gianfranco Bettin, Daniele Gaglianone",435224,1,0.0,2013,2000,N/A,190,7,Drama
Conversations with Other Women,Hans Canosa,Gabrielle Zevin,435623,0,0.0,2009,2000,R,12974,6.9,"Comedy, Drama, Romance"
Toy Story 3,Lee Unkrich,"John Lasseter, Andrew Stanton, Lee Unkrich",435761,3,1.0,2010,2010,G,870953,8.3,"Animation, Adventure, Comedy"
Animusic,Wayne Lytle,N/A,436071,0,0.0,2022,2000,N/A,356,8,"Music, Animation, Short"
Ice Age: The Meltdown,Carlos Saldanha,"Peter Gaulke, Gerry Swallow, Jim Hecht",438097,1,0.0,2010,2000,PG,290208,6.8,"Animation, Adventure, Comedy"
"Sun, The",Aleksandr Sokurov,"Yuriy Arabov, Jeremy Noble",439817,0,0.0,2010,2000,Not Rated,2919,7.3,"Drama, History"
"Bourne Ultimatum, The",Paul Greengrass,"Tony Gilroy, Scott Z. Burns, George Nolfi",440963,2,0.0,2014,2000,PG-13,649755,8,"Action, Mystery, Thriller"
"X-Files: I Want to Believe, The",Chris Carter,"Frank Spotnitz, Chris Carter",443701,3,0.0,2015,2000,PG-13,93206,5.9,"Crime, Drama, Horror"
Zodiac,David Fincher,"James Vanderbilt, Robert Graysmith",443706,1,0.0,2016,2000,R,576964,7.7,"Crime, Drama, Mystery"
Fay Grim,Hal Hartley,Hal Hartley,444628,3,0.0,2013,2000,R,4750,6.1,"Action, Comedy, Thriller"
Isolation,Billy O'Brien,Billy O'Brien,446719,1,0.0,2012,2000,R,7831,5.6,"Horror, Sci-Fi, Thriller"
Eragon,Stefen Fangmeier,"Peter Buchman, Christopher Paolini",449010,1,0.0,2010,2000,PG,129086,5.1,"Action, Adventure, Family"
Little Miss Sunshine,"Jonathan Dayton, Valerie Faris",Michael Arndt,449059,3,0.0,2010,2000,R,505599,7.8,"Comedy, Drama"
A Funny Shave,Segundo de Chomón,N/A,449172,0,0.0,2015,1900,16+,569,5.8,"Short, Comedy"
Horton Hears a Who!,"Jimmy Hayward, Steve Martino","Cinco Paul, Ken Daurio, Dr. Seuss",451079,1,0.0,2010,2000,G,147563,6.8,"Animation, Adventure, Comedy"
TMNT,Kevin Munroe,"Kevin Munroe, Peter Laird, Kevin Eastman",453556,1,1.0,2013,2000,PG,68066,6.2,"Animation, Action, Adventure"
La reine soleil,Philippe Leclerc,"Gilles Adrien, Laurent Burtin, Christian Jacq",459959,3,0.0,2012,2000,N/A,415,5.6,Animation
28 Weeks Later,Juan Carlos Fresnadillo,"Rowan Joffe, Juan Carlos Fresnadillo, Enrique López Lavigne",463854,3,0.0,2011,2000,R,287053,6.9,"Action, Adventure, Horror"
"History Boys, The",Nicholas Hytner,Alan Bennett,464049,1,0.0,2012,2000,R,21286,6.8,"Comedy, Drama, Romance"
My Super Ex-Girlfriend,Ivan Reitman,Don Payne,465624,3,0.0,2022,2000,PG-13,66294,5.2,"Comedy, Romance, Sci-Fi"
I Could Never Be Your Woman,Amy Heckerling,Amy Heckerling,466839,3,0.0,2012,2000,PG-13,19076,6,"Comedy, Drama, Romance"
Margaret,Kenneth Lonergan,Kenneth Lonergan,466893,3,0.0,2012,2010,R,18012,6.5,Drama
"Mechanic, The",Simon West,"Richard Wenk, Lewis John Carlino",472399,0,0.0,2011,2010,R,167616,6.5,"Action, Crime, Thriller"
Sisters in Law,"Florence Ayisi, Kim Longinotto",N/A,474361,3,0.0,2011,2000,Not Rated,413,7.3,Documentary
"Hello Sister, Goodbye Life",Steven Robman,"Alan Marc Levy, Nell Scovell, Claire Scovell Lazebnik",476013,3,0.0,2014,2000,PG,1290,6.2,Drama
Ant-Man,Peyton Reed,"Edgar Wright, Joe Cornish, Adam McKay",478970,2,0.0,2015,2010,PG-13,704812,7.3,"Action, Comedy, Sci-Fi"
Gone,Ringan Ledwidge,"James Watkins, Andrew Upton",482374,3,1.0,2012,2000,R,4334,5.4,"Drama, Horror, Thriller"
Miss Potter,Chris Noonan,Richard Maltby Jr.,482546,3,0.0,2011,2000,PG,31269,7,"Biography, Drama, Romance"
"Secret of Kells, The","Tomm Moore, Nora Twomey","Tomm Moore, Fabrice Ziolkowski",485601,0,0.0,2010,2000,Not Rated,37469,7.5,"Animation, Adventure, Family"
U,Serge Elissalde,Grégoire Solotareff,486731,3,0.0,2015,2000,N/A,274,6.5,"Animation, Family, Musical"
Bonneville,Christopher N. Rowley,"Daniel D. Davis, Christopher N. Rowley",487195,3,0.0,2011,2000,PG,2819,6.1,"Comedy, Drama"
Out at the Wedding,Lee Friedlander,Paula Goldberg,488023,3,0.0,2013,2000,Not Rated,836,6.1,"Comedy, Drama, Romance"
H2O: Just Add Water,N/A,Jonathan M. Shiff,491603,3,0.0,2022,2000,TV-PG,17328,7.3,"Adventure, Comedy, Drama"
Little Einsteins,N/A,"Eric Weiner, Douglas Wood",756522,1,0.0,2016,2000,TV-G,2307,6.3,"Animation, Adventure, Comedy"
Numb,Harris Goldberg,Harris Goldberg,795439,1,0.0,2013,2000,R,8600,6.6,"Comedy, Drama, Romance"
It&#39;s Kind of a Funny Story,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck, Ned Vizzini",804497,1,0.0,2011,2010,PG-13,146626,7.1,"Comedy, Drama, Romance"
Rainbow Song,Naoto Kumazawa,"Ami Sakurai, Miyuki Saito, Shunji Iwai",804513,3,0.0,2012,2000,N/A,1473,7.3,"Drama, Romance"
Meduzot,"Shira Geffen, Etgar Keret",Shira Geffen,807721,3,0.0,2016,2000,Unrated,2721,7,Drama
La vie secr&egrave;te des gens heureux,Stéphane Lapointe,Stéphane Lapointe,807965,1,0.0,2018,2000,N/A,293,6.4,Drama
&quot;Masters of Horror&quot; Sounds Like,Brad Anderson,"Mick Garris, Brad Anderson, Mike O'Driscoll",817400,0,0.0,2016,2000,TV-MA,2255,6.1,Horror
Ten Inch Hero,David Mackay,Betsy Morris,829297,3,0.0,2012,2000,R,13123,7.3,"Comedy, Drama, Romance"
"Definitely, Maybe",Adam Brooks,Adam Brooks,832266,3,0.0,2009,2000,PG-13,171054,7.1,"Comedy, Drama, Romance"
"Kids Are All Right, The",Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg",842926,3,0.0,2010,2010,R,133403,7,"Comedy, Drama, Romance"
"Brothers Bloom, The",Rian Johnson,Rian Johnson,844286,3,1.0,2011,2000,PG-13,52106,6.7,"Action, Adventure, Comedy"
Evangelion: 2.0 You Can (Not) Advance,"Masayuki, Kazuya Tsurumaki, Hideaki Anno",Hideaki Anno,860906,3,0.0,2012,2000,TV-14,23847,7.9,"Animation, Action, Drama"
99 francs,Jan Kounen,"Nicolas Charlet, Bruno Lavaine, Jan Kounen",875113,1,1.0,2013,2000,PG-13,20473,7.2,"Comedy, Drama"
Outpost,Steve Barker,"Rae Brunton, Kieran Parker, Steve Barker",892899,0,0.0,2011,2000,R,17775,5.8,"Action, Horror, Sci-Fi"
Black Butterflies,Paula van der Oest,Greg Latter,906778,3,0.0,2012,2010,Not Rated,2239,6.1,"Biography, Drama"
Precious: Based on the Novel Push by Sapphire,Lee Daniels,"Geoffrey Fletcher, Sapphire",929632,3,0.0,2010,2000,R,114733,7.3,Drama
T&ocirc;ky&ocirc; sonata (Tokyo Sonata),Kiyoshi Kurosawa,"Kiyoshi Kurosawa, Max Mannix, Sachiko Tanaka",938341,1,0.0,2010,2000,PG-13,11289,7.5,Drama
H&auml;nde weg von Mississippi,Detlev Buck,"Cornelia Funke, Maggie Peren, Stefan Schaller",943232,3,0.0,2021,2000,N/A,409,6.4,"Adventure, Comedy, Family"
Source Code,Duncan Jones,Ben Ripley,945513,1,0.0,2011,2010,PG-13,537857,7.5,"Action, Drama, Mystery"
High School Musical 3: Senior Year,Kenny Ortega,Peter Barsocchini,962726,3,0.0,2009,2000,G,66070,4.9,"Comedy, Drama, Family"
Hugo,Martin Scorsese,"John Logan, Brian Selznick",970179,3,1.0,2012,2010,PG,332463,7.5,"Adventure, Drama, Family"
"Wolf of Wall Street, The",Martin Scorsese,"Terence Winter, Jordan Belfort",993846,3,0.0,2013,2010,R,1513046,8.2,"Biography, Comedy, Crime"
Straw Dogs,Rod Lurie,"Rod Lurie, David Zelag Goodman, Sam Peckinpah",999913,3,0.0,2011,2010,R,35448,5.8,"Action, Drama, Thriller"
"Scouting Book for Boys, The",Tom Harper,Jack Thorne,1022885,2,0.0,2011,2000,N/A,1011,6.6,"Drama, Thriller"
Lightyear,Angus MacLane,"Angus MacLane, Matthew Aldrich, Jason Headley",10298810,2,0.0,2022,2020,PG,118470,6.1,"Animation, Action, Adventure"
G.I. Joe: The Rise of Cobra,Stephen Sommers,"Stuart Beattie, David Elliot, Paul Lovett",1046173,1,0.0,2009,2000,PG-13,213240,5.7,"Action, Adventure, Sci-Fi"
"Midnight Sky, The",George Clooney,"Lily Brooks-Dalton, Mark L. Smith",10539608,3,0.0,2020,2020,PG-13,87396,5.7,"Adventure, Drama, Sci-Fi"
Camp Rock,Matthew Diamond,"Karin Gist, Regina Y. Hicks, Julie Brown",1055366,3,0.0,2015,2000,TV-G,36175,5.2,"Comedy, Family, Music"
To All the Boys: Always and Forever,Michael Fimognari,"Katie Lovejoy, Jenny Han, Maxwell Peters",10676012,3,0.0,2021,2020,TV-14,31359,6.3,"Comedy, Drama, Romance"
"Trial of the Chicago 7, The",Aaron Sorkin,Aaron Sorkin,1070874,1,0.0,2020,2020,R,188015,7.7,"Drama, History, Thriller"
Ice Age: Dawn of the Dinosaurs,"Carlos Saldanha, Michael Thurmeier","Michael Berg, Peter Ackerman, Mike Reiss",1080016,1,0.0,2009,2000,PG,257686,6.9,"Animation, Adventure, Comedy"
Eddie the Eagle,Dexter Fletcher,"Simon Kelton, Sean Macaulay",1083452,2,0.0,2016,2010,PG-13,98007,7.3,"Adventure, Biography, Comedy"
"Matrix Resurrections, The",Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksandar Hemon",10838180,3,0.0,2021,2020,R,268704,5.7,"Action, Sci-Fi"
Ballet Shoes,Sandra Goldbacher,"Noel Streatfeild, Heidi Thomas",1083845,3,0.0,2012,2000,PG,9045,6.6,"Drama, Family, Musical"
